date,AQI_index,AQI_rank,PM2.5,PM10,SO2,NO2,CO,O3
"
                                        2013-11-01","41
                                       ",1,27,40,16,26,1.57,11
"
                                        2013-11-02","55
                                       ",14,36,57,24,29,1.64,11
"
                                        2013-11-03","34
                                       ",2,22,33,19,22,1.68,11
"
                                        2013-11-04","51
                                       ",9,34,53,22,24,1.47,14
"
                                        2013-11-05","50
                                       ",5,34,51,16,23,1.23,11
"
                                        2013-11-06","52
                                       ",3,37,59,24,27,1.31,13
"
                                        2013-11-07","62
                                       ",6,48,76,30,28,1.00,10
"
                                        2013-11-08","66
                                       ",17,47,76,29,31,1.18,17
"
                                        2013-11-09","76
                                       ",33,62,104,43,34,1.33,14
"
                                        2013-11-10","82
                                       ",61,50,81,30,27,1.24,7
"
                                        2013-11-11","48
                                       ",18,19,27,15,20,1.03,7
"
                                        2013-11-12","28
                                       ",9,22,32,17,18,0.98,5
"
                                        2013-11-13","42
                                       ",27,31,46,24,21,1.12,5
"
                                        2013-11-14","43
                                       ",19,26,43,19,20,1.14,5
"
                                        2013-11-15","52
                                       ",18,42,70,26,25,1.30,4
"
                                        2013-11-16","69
                                       ",20,59,98,37,30,1.39,8
"
                                        2013-11-17","88
                                       ",48,66,106,29,38,1.62,10
"
                                        2013-11-18","103
                                       ",81,89,143,51,41,1.73,9
"
                                        2013-11-19","113
                                       ",80,81,130,38,40,1.68,10
"
                                        2013-11-20","120
                                       ",60,98,143,39,39,1.65,10
"
                                        2013-11-21","117
                                       ",44,72,105,27,30,1.30,10
"
                                        2013-11-22","72
                                       ",16,40,59,15,24,1.04,10
"
                                        2013-11-23","55
                                       ",6,33,49,15,23,1.14,11
"
                                        2013-11-24","47
                                       ",1,27,72,19,23,0.72,33
"
                                        2013-11-25","85
                                       ",58,50,140,26,32,0.97,19
"
                                        2013-11-26","106
                                       ",83,79,173,57,36,1.08,7
"
                                        2013-11-27","102
                                       ",76,67,124,29,29,0.95,12
"
                                        2013-11-28","92
                                       ",104,78,143,45,36,1.15,8
"
                                        2013-11-29","109
                                       ",106,78,129,38,34,1.10,13
"
                                        2013-11-30","109
                                       ",80,86,155,61,46,1.33,14
"
                                        2013-12-01","124
                                       ",78,102,173,71,50,1.40,17
"
                                        2013-12-02","136
                                       ",57,103,168,52,46,1.38,25
"
                                        2013-12-03","167
                                       ",60,153,217,76,45,1.56,18
"
                                        2013-12-04","203
                                       ",69,140,198,47,42,1.49,22
"
                                        2013-12-05","176
                                       ",63,133,169,41,34,1.37,14
"
                                        2013-12-06","185
                                       ",79,125,170,41,35,1.51,12
"
                                        2013-12-07","145
                                       ",44,107,152,43,39,1.52,11
"
                                        2013-12-08","141
                                       ",31,84,114,40,29,1.23,4
"
                                        2013-12-09","88
                                       ",23,49,84,53,31,1.05,11
"
                                        2013-12-10","73
                                       ",16,49,73,49,29,1.04,6
"
                                        2013-12-11","62
                                       ",13,44,66,28,29,0.89,8
"
                                        2013-12-12","67
                                       ",18,53,86,36,31,1.06,9
"
                                        2013-12-13","88
                                       ",39,76,124,45,41,1.32,7
"
                                        2013-12-14","109
                                       ",39,95,134,43,36,1.44,7
"
                                        2013-12-15","112
                                       ",54,53,67,27,29,1.03,9
"
                                        2013-12-16","57
                                       ",28,41,59,25,27,0.96,18
"
                                        2013-12-17","72
                                       ",48,64,92,23,34,1.12,12
"
                                        2013-12-18","92
                                       ",70,76,109,39,37,1.10,10
"
                                        2013-12-19","110
                                       ",59,80,116,56,38,0.98,13
"
                                        2013-12-20","101
                                       ",42,78,114,35,33,1.00,12
"
                                        2013-12-21","115
                                       ",50,90,128,52,34,1.10,9
"
                                        2013-12-22","122
                                       ",45,99,149,42,39,1.22,11
"
                                        2013-12-23","155
                                       ",51,133,194,73,40,1.40,8
"
                                        2013-12-24","194
                                       ",61,155,221,72,43,1.69,6
"
                                        2013-12-25","221
                                       ",65,187,256,78,46,1.91,5
"
                                        2013-12-26","231
                                       ",68,157,194,60,37,1.56,4
"
                                        2013-12-27","167
                                       ",97,112,135,49,32,1.35,5
"
                                        2013-12-28","134
                                       ",82,98,121,38,32,1.34,7
"
                                        2013-12-29","132
                                       ",82,100,125,41,32,1.45,6
"
                                        2013-12-30","135
                                       ",83,104,136,50,37,1.50,8
"
                                        2013-12-31","149
                                       ",138,107,149,40,41,1.54,9
"
                                        2014-01-01","149
                                       ",140,114,161,61,40,1.50,9
"
                                        2014-01-02","167
                                       ",131,134,187,62,40,1.35,11
"
                                        2014-01-03","208
                                       ",144,158,229,56,52,1.62,15
"
                                        2014-01-04","205
                                       ",170,156,226,42,54,1.73,21
"
                                        2014-01-05","210
                                       ",148,160,213,37,46,1.64,16
"
                                        2014-01-06","199
                                       ",130,151,206,41,44,1.76,6
"
                                        2014-01-07","161
                                       ",129,121,161,48,38,1.44,7
"
                                        2014-01-08","118
                                       ",148,89,109,43,36,1.24,7
"
                                        2014-01-09","117
                                       ",149,88,113,40,36,1.33,6
"
                                        2014-01-10","97
                                       ",80,72,95,30,35,1.27,10
"
                                        2014-01-11","113
                                       ",88,85,116,43,39,1.49,7
"
                                        2014-01-12","123
                                       ",115,93,120,39,36,1.57,6
"
                                        2014-01-13","107
                                       ",108,80,112,39,39,1.43,15
"
                                        2014-01-14","105
                                       ",79,78,113,30,42,1.47,18
"
                                        2014-01-15","136
                                       ",90,104,158,47,50,1.62,9
"
                                        2014-01-16","196
                                       ",129,148,193,55,44,1.69,8
"
                                        2014-01-17","190
                                       ",114,143,193,55,51,1.73,12
"
                                        2014-01-18","165
                                       ",89,125,178,37,48,1.57,25
"
                                        2014-01-19","202
                                       ",122,153,208,50,43,1.65,9
"
                                        2014-01-20","154
                                       ",118,116,173,46,45,1.49,21
"
                                        2014-01-21","164
                                       ",182,124,177,29,44,1.35,31
"
                                        2014-01-22","143
                                       ",159,109,175,36,57,1.46,28
"
                                        2014-01-24","196
                                       ",149,147,225,69,68,1.71,29
"
                                        2014-01-25","201
                                       ",157,151,220,66,63,1.66,34
"
                                        2014-01-26","220
                                       ",169,170,234,49,59,1.94,18
"
                                        2014-01-27","180
                                       ",156,137,184,37,47,1.75,15
"
                                        2014-01-28","239
                                       ",168,189,248,64,48,1.98,10
"
                                        2014-01-29","233
                                       ",169,182,239,45,48,1.97,16
"
                                        2014-01-30","196
                                       ",114,149,207,30,37,1.78,26
"
                                        2014-01-31","248
                                       ",122,197,265,27,30,1.72,16
"
                                        2014-02-01","220
                                       ",154,169,227,27,34,1.78,21
"
                                        2014-02-02","192
                                       ",112,145,197,23,32,1.83,26
"
                                        2014-02-03","172
                                       ",172,130,174,23,34,2.07,15
"
                                        2014-02-04","141
                                       ",174,107,144,20,28,1.86,27
"
                                        2014-02-05","67
                                       ",129,48,68,19,23,1.85,33
"
                                        2014-02-06","45
                                       ",88,32,42,15,18,1.53,16
"
                                        2014-02-07","42
                                       ",61,29,39,16,18,1.17,10
"
                                        2014-02-08","53
                                       ",58,37,48,12,19,1.07,11
"
                                        2014-02-09","26
                                       ",21,18,24,12,17,0.90,19
"
                                        2014-02-10","63
                                       ",123,46,59,22,20,1.19,39
"
                                        2014-02-11","87
                                       ",105,64,82,33,25,1.16,31
"
                                        2014-02-12","87
                                       ",78,64,84,29,23,0.97,42
"
                                        2014-02-13","97
                                       ",101,72,100,37,30,0.97,42
"
                                        2014-02-14","117
                                       ",99,88,120,44,37,1.10,37
"
                                        2014-02-15","123
                                       ",88,92,129,40,38,1.08,25
"
                                        2014-02-16","138
                                       ",136,105,147,46,40,1.13,21
"
                                        2014-02-17","160
                                       ",162,121,164,40,36,1.17,13
"
                                        2014-02-18","65
                                       ",93,47,65,24,26,1.05,16
"
                                        2014-02-19","79
                                       ",80,58,83,28,33,1.20,27
"
                                        2014-02-20","82
                                       ",69,60,82,34,34,1.12,29
"
                                        2014-02-21","156
                                       ",116,118,174,65,59,1.46,28
"
                                        2014-02-22","188
                                       ",154,142,196,65,51,1.51,17
"
                                        2014-02-23","221
                                       ",158,171,240,79,51,1.73,8
"
                                        2014-02-24","188
                                       ",140,144,201,52,50,1.82,5
"
                                        2014-02-25","140
                                       ",101,106,150,39,41,1.58,8
"
                                        2014-02-26","97
                                       ",84,72,108,33,41,1.41,11
"
                                        2014-02-27","85
                                       ",86,62,88,30,38,1.37,7
"
                                        2014-02-28","51
                                       ",49,32,51,19,28,1.13,9
"
                                        2014-03-01","50
                                       ",49,32,52,33,31,1.26,7
"
                                        2014-03-02","42
                                       ",19,27,41,27,30,1.33,7
"
                                        2014-03-03","57
                                       ",39,37,62,29,31,1.12,18
"
                                        2014-03-04","67
                                       ",72,48,79,43,35,1.18,20
"
                                        2014-03-05","80
                                       ",108,59,98,32,37,1.24,26
"
                                        2014-03-06","71
                                       ",113,51,79,27,31,0.94,32
"
                                        2014-03-07","48
                                       ",47,28,49,22,27,0.89,38
"
                                        2014-03-08","67
                                       ",80,45,82,54,39,1.07,18
"
                                        2014-03-09","83
                                       ",93,60,100,41,36,1.08,36
"
                                        2014-03-10","87
                                       ",80,64,109,49,41,1.16,45
"
                                        2014-03-11","84
                                       ",57,62,103,48,39,1.14,57
"
                                        2014-03-12","108
                                       ",134,81,128,77,43,1.13,36
"
                                        2014-03-13","91
                                       ",134,67,108,35,36,1.17,11
"
                                        2014-03-14","60
                                       ",10,37,68,23,31,0.82,24
"
                                        2014-03-15","70
                                       ",15,50,80,33,39,1.17,22
"
                                        2014-03-16","82
                                       ",33,59,102,38,41,1.25,55
"
                                        2014-03-17","94
                                       ",48,70,119,49,53,1.33,62
"
                                        2014-03-18","135
                                       ",95,102,163,65,57,1.41,75
"
                                        2014-03-19","144
                                       ",165,109,180,77,55,1.58,55
"
                                        2014-03-20","43
                                       ",9,27,43,11,18,0.81,59
"
                                        2014-03-21","40
                                       ",3,25,39,20,28,0.77,27
"
                                        2014-03-22","58
                                       ",15,40,64,39,35,1.04,15
"
                                        2014-03-23","75
                                       ",42,54,89,78,43,1.14,8
"
                                        2014-03-25","93
                                       ",69,69,105,43,48,1.27,29
"
                                        2014-03-26","95
                                       ",69,70,112,41,48,1.23,48
"
                                        2014-03-27","115
                                       ",99,87,136,56,59,1.35,26
"
                                        2014-03-28","92
                                       ",105,68,102,34,44,1.29,29
"
                                        2014-03-29","72
                                       ",71,49,78,22,35,1.19,56
"
                                        2014-03-30","40
                                       ",10,26,39,11,26,0.80,51
"
                                        2014-03-31","55
                                       ",32,38,56,18,32,0.93,47
"
                                        2014-04-01","45
                                       ",10,31,42,15,34,0.93,29
"
                                        2014-04-02","57
                                       ",31,39,57,24,32,1.02,38
"
                                        2014-04-03","75
                                       ",86,54,86,34,48,1.21,32
"
                                        2014-04-04","90
                                       ",117,66,93,34,40,1.10,37
"
                                        2014-04-05","77
                                       ",77,56,72,23,36,1.06,30
"
                                        2014-04-06","63
                                       ",51,45,62,20,30,0.99,48
"
                                        2014-04-07","69
                                       ",50,50,77,29,40,1.22,49
"
                                        2014-04-08","89
                                       ",73,65,101,39,46,1.36,54
"
                                        2014-04-09","72
                                       ",40,52,88,42,46,1.29,30
"
                                        2014-04-10","91
                                       ",88,67,101,33,45,1.45,13
"
                                        2014-04-11","81
                                       ",85,59,86,24,39,1.41,17
"
                                        2014-04-12","60
                                       ",47,39,65,25,32,1.28,48
"
                                        2014-04-13","42
                                       ",10,26,42,20,23,1.20,41
"
                                        2014-04-14","52
                                       ",16,28,53,23,30,1.17,51
"
                                        2014-04-15","52
                                       ",15,32,55,24,29,1.19,45
"
                                        2014-04-16","71
                                       ",81,50,86,33,36,1.32,49
"
                                        2014-04-17","71
                                       ",69,51,85,30,29,1.24,57
"
                                        2014-04-18","72
                                       ",85,52,81,19,29,1.15,52
"
                                        2014-04-19","40
                                       ",15,20,37,14,24,1.10,44
"
                                        2014-04-20","31
                                       ",5,18,30,14,21,1.24,33
"
                                        2014-04-21","30
                                       ",6,18,29,13,23,1.08,24
"
                                        2014-04-22","47
                                       ",26,27,48,27,33,1.05,30
"
                                        2014-04-23","52
                                       ",21,29,56,26,38,1.11,28
"
                                        2014-04-24","68
                                       ",47,44,80,37,43,1.11,32
"
                                        2014-04-25","54
                                       ",40,32,57,23,33,0.99,18
"
                                        2014-04-26","73
                                       ",122,48,96,23,28,0.79,22
"
                                        2014-04-27","62
                                       ",75,43,70,17,27,0.91,33
"
                                        2014-04-28","57
                                       ",34,38,57,17,38,1.06,16
"
                                        2014-04-29","66
                                       ",27,43,75,19,33,0.90,44
"
                                        2014-04-30","80
                                       ",56,52,104,23,47,1.06,55
"
                                        2014-05-01","75
                                       ",34,48,96,21,38,0.94,73
"
                                        2014-05-02","83
                                       ",88,57,111,17,28,0.86,25
"
                                        2014-05-03","38
                                       ",3,26,38,10,25,0.86,19
"
                                        2014-05-04","34
                                       ",4,22,32,14,26,0.89,30
"
                                        2014-05-05","57
                                       ",65,32,62,27,36,0.90,39
"
                                        2014-05-06","60
                                       ",46,32,68,26,36,0.83,59
"
                                        2014-05-07","77
                                       ",84,46,95,32,50,0.93,78
"
                                        2014-05-08","94
                                       ",99,68,123,33,55,1.15,33
"
                                        2014-05-09","138
                                       ",178,105,166,32,46,1.31,16
"
                                        2014-05-10","60
                                       ",98,42,63,13,28,1.03,20
"
                                        2014-05-11","52
                                       ",78,29,57,21,31,0.85,57
"
                                        2014-05-12","66
                                       ",76,45,81,27,44,1.20,27
"
                                        2014-05-13","84
                                       ",101,60,101,27,40,1.29,20
"
                                        2014-05-14","66
                                       ",70,43,74,17,28,1.03,42
"
                                        2014-05-15","61
                                       ",53,35,71,27,35,0.87,28
"
                                        2014-05-16","60
                                       ",32,42,67,15,33,0.86,36
"
                                        2014-05-17","72
                                       ",60,51,87,21,34,1.01,61
"
                                        2014-05-18","80
                                       ",103,57,96,22,36,1.12,78
"
                                        2014-05-19","92
                                       ",109,68,102,15,33,1.16,73
"
                                        2014-05-20","92
                                       ",90,67,104,15,34,1.20,43
"
                                        2014-05-21","40
                                       ",13,24,39,9,28,0.84,40
"
                                        2014-05-22","56
                                       ",39,36,61,18,32,1.16,23
"
                                        2014-05-23","55
                                       ",57,32,60,16,36,1.23,19
"
                                        2014-05-24","72
                                       ",129,50,87,20,39,1.34,23
"
                                        2014-05-25","65
                                       ",68,42,82,13,31,1.17,18
"
                                        2014-05-26","50
                                       ",33,32,62,9,25,0.76,31
"
                                        2014-05-27","78
                                       ",48,53,102,19,37,1.00,39
"
                                        2014-05-28","89
                                       ",94,62,123,16,38,1.12,44
"
                                        2014-05-29","88
                                       ",60,62,121,19,43,1.22,49
"
                                        2014-05-30","88
                                       ",75,64,117,31,40,1.24,48
"
                                        2014-05-31","58
                                       ",49,39,65,21,26,0.93,44
"
                                        2014-06-01","71
                                       ",98,42,72,15,26,0.94,80
"
                                        2014-06-02","72
                                       ",133,44,70,9,34,1.00,70
"
                                        2014-06-03","55
                                       ",56,29,43,7,16,0.86,89
"
                                        2014-06-04","70
                                       ",84,49,75,15,33,1.15,49
"
                                        2014-06-05","74
                                       ",90,53,81,13,32,1.20,25
"
                                        2014-06-06","52
                                       ",51,32,55,12,24,0.95,31
"
                                        2014-06-07","61
                                       ",81,42,68,19,30,0.97,40
"
                                        2014-06-08","72
                                       ",76,51,78,15,33,1.07,44
"
                                        2014-06-09","56
                                       ",72,40,58,7,30,1.15,22
"
                                        2014-06-10","39
                                       ",15,25,39,10,33,0.99,30
"
                                        2014-06-11","50
                                       ",30,32,53,19,29,0.90,43
"
                                        2014-06-12","64
                                       ",46,45,70,21,29,0.94,33
"
                                        2014-06-13","47
                                       ",20,32,48,10,30,0.99,20
"
                                        2014-06-14","45
                                       ",8,29,45,9,31,1.01,31
"
                                        2014-06-15","60
                                       ",34,40,65,10,37,1.23,32
"
                                        2014-06-16","62
                                       ",49,41,68,11,35,1.26,53
"
                                        2014-06-17","94
                                       ",144,49,85,21,45,1.34,109
"
                                        2014-06-18","101
                                       ",151,52,95,17,39,1.19,110
"
                                        2014-06-19","66
                                       ",99,42,79,13,47,1.20,28
"
                                        2014-06-20","41
                                       ",42,27,44,5,29,0.96,25
"
                                        2014-06-21","37
                                       ",30,22,34,9,24,0.71,56
"
                                        2014-06-22","39
                                       ",32,24,38,10,28,0.85,34
"
                                        2014-06-23","38
                                       ",28,23,37,9,32,1.05,28
"
                                        2014-06-24","45
                                       ",44,30,44,12,27,1.04,24
"
                                        2014-06-25","32
                                       ",12,18,31,11,29,0.98,21
"
                                        2014-06-26","54
                                       ",75,35,58,14,42,1.27,22
"
                                        2014-06-27","70
                                       ",123,42,79,12,48,1.46,63
"
                                        2014-06-28","64
                                       ",80,41,76,14,45,1.29,27
"
                                        2014-06-29","25
                                       ",8,13,21,5,28,0.88,40
"
                                        2014-06-30","31
                                       ",17,18,30,7,32,1.09,24
"
                                        2014-07-01","33
                                       ",18,19,31,8,31,0.91,33
"
                                        2014-07-02","59
                                       ",69,29,51,9,35,1.06,65
"
                                        2014-07-03","41
                                       ",25,24,41,8,36,1.01,33
"
                                        2014-07-04","45
                                       ",30,25,43,9,29,0.84,69
"
                                        2014-07-05","75
                                       ",126,42,74,13,39,1.07,78
"
                                        2014-07-06","59
                                       ",95,32,63,13,34,0.97,63
"
                                        2014-07-07","80
                                       ",121,53,91,14,33,1.09,79
"
                                        2014-07-08","87
                                       ",129,49,85,15,28,0.96,95
"
                                        2014-07-09","64
                                       ",91,35,69,13,30,0.84,75
"
                                        2014-07-10","63
                                       ",81,37,73,11,27,0.84,61
"
                                        2014-07-11","40
                                       ",30,20,38,10,17,0.70,54
"
                                        2014-07-12","43
                                       ",41,21,42,12,28,0.84,30
"
                                        2014-07-13","69
                                       ",119,31,58,16,27,0.88,77
"
                                        2014-07-14","44
                                       ",45,24,45,10,34,0.80,37
"
                                        2014-07-15","58
                                       ",85,34,66,21,41,0.93,38
"
                                        2014-07-16","77
                                       ",133,42,81,18,35,1.01,53
"
                                        2014-07-17","87
                                       ",155,46,87,23,35,0.99,98
"
                                        2014-07-18","48
                                       ",59,22,48,19,26,0.76,48
"
                                        2014-07-19","46
                                       ",55,19,44,15,22,0.76,42
"
                                        2014-07-20","39
                                       ",35,14,37,11,21,0.69,35
"
                                        2014-07-21","46
                                       ",46,18,44,16,22,0.69,50
"
                                        2014-07-22","61
                                       ",94,22,57,23,29,0.71,73
"
                                        2014-07-23","102
                                       ",176,39,86,31,35,0.85,119
"
                                        2014-07-24","60
                                       ",105,28,56,13,24,0.70,87
"
                                        2014-07-25","86
                                       ",156,34,69,19,33,0.82,106
"
                                        2014-07-26","94
                                       ",114,42,84,27,37,0.84,105
"
                                        2014-07-27","65
                                       ",63,34,63,21,25,0.73,90
"
                                        2014-07-28","67
                                       ",70,33,64,22,28,0.80,86
"
                                        2014-07-29","67
                                       ",54,30,67,23,32,0.76,68
"
                                        2014-07-30","68
                                       ",111,27,59,23,28,0.68,93
"
                                        2014-07-31","71
                                       ",121,35,76,26,29,0.78,77
"
                                        2014-08-01","50
                                       ",94,24,48,15,26,0.76,75
"
                                        2014-08-02","67
                                       ",125,31,61,15,32,0.87,78
"
                                        2014-08-03","73
                                       ",107,39,70,22,31,0.86,87
"
                                        2014-08-04","73
                                       ",99,39,76,18,31,0.89,94
"
                                        2014-08-05","82
                                       ",149,40,72,23,37,0.89,92
"
                                        2014-08-06","68
                                       ",122,34,64,21,34,0.81,80
"
                                        2014-08-07","84
                                       ",174,33,67,23,27,0.76,113
"
                                        2014-08-09","52
                                       ",87,31,53,7,23,0.96,29
"
                                        2014-08-10","44
                                       ",30,24,45,12,20,1.01,54
"
                                        2014-08-11","26
                                       ",2,15,25,6,20,1.07,26
"
                                        2014-08-12","22
                                       ",1,10,18,6,20,0.79,39
"
                                        2014-08-13","46
                                       ",61,18,39,11,25,0.80,75
"
                                        2014-08-14","80
                                       ",171,39,76,20,42,0.98,96
"
                                        2014-08-15","71
                                       ",96,46,89,27,48,1.02,70
"
                                        2014-08-16","65
                                       ",81,44,77,22,37,0.94,49
"
                                        2014-08-17","60
                                       ",89,40,67,14,29,0.96,39
"
                                        2014-08-18","49
                                       ",57,29,50,11,26,1.07,45
"
                                        2014-08-19","53
                                       ",73,28,52,14,27,0.96,73
"
                                        2014-08-20","71
                                       ",103,41,75,20,39,1.04,83
"
                                        2014-08-21","73
                                       ",72,40,75,21,37,0.88,89
"
                                        2014-08-23","43
                                       ",28,27,43,8,26,0.84,44
"
                                        2014-08-24","65
                                       ",127,44,77,18,42,1.06,39
"
                                        2014-08-25","74
                                       ",138,47,82,18,41,1.20,63
"
                                        2014-08-26","54
                                       ",44,34,60,12,32,0.96,37
"
                                        2014-08-27","24
                                       ",5,13,23,8,26,0.84,29
"
                                        2014-08-28","40
                                       ",31,23,39,9,34,1.00,21
"
                                        2014-08-29","44
                                       ",31,26,45,14,28,1.03,41
"
                                        2014-08-30","58
                                       ",89,28,56,15,30,0.96,62
"
                                        2014-08-31","49
                                       ",64,30,52,11,28,0.93,42
"
                                        2014-09-01","46
                                       ",57,27,48,8,29,1.03,27
"
                                        2014-09-02","35
                                       ",20,18,36,10,27,0.90,32
"
                                        2014-09-03","61
                                       ",155,39,67,19,36,1.10,45
"
                                        2014-09-04","33
                                       ",7,19,32,11,28,0.78,47
"
                                        2014-09-05","54
                                       ",36,29,57,20,33,1.00,49
"
                                        2014-09-06","66
                                       ",57,42,79,24,36,1.19,55
"
                                        2014-09-07","75
                                       ",104,54,85,14,25,1.21,47
"
                                        2014-09-08","79
                                       ",115,57,100,16,27,1.25,71
"
                                        2014-09-09","90
                                       ",154,66,115,17,29,1.27,70
"
                                        2014-09-10","82
                                       ",144,58,96,12,30,1.11,82
"
                                        2014-09-11","75
                                       ",148,52,96,16,34,1.12,52
"
                                        2014-09-12","63
                                       ",143,40,73,10,26,1.03,33
"
                                        2014-09-13","42
                                       ",62,22,41,9,20,0.97,16
"
                                        2014-09-14","32
                                       ",16,16,31,8,20,0.91,16
"
                                        2014-09-15","29
                                       ",17,14,28,9,15,0.87,14
"
                                        2014-09-16","44
                                       ",66,25,44,11,25,1.04,19
"
                                        2014-09-17","34
                                       ",43,19,34,9,22,1.23,6
"
                                        2014-09-18","15
                                       ",1,8,13,7,22,1.13,11
"
                                        2014-09-19","40
                                       ",29,24,42,9,34,1.24,20
"
                                        2014-09-20","60
                                       ",74,36,65,14,37,1.48,45
"
                                        2014-09-21","61
                                       ",102,31,69,17,38,1.17,57
"
                                        2014-09-22","62
                                       ",93,31,71,18,42,0.93,60
"
                                        2014-09-23","79
                                       ",149,57,91,20,40,0.98,43
"
                                        2014-09-24","60
                                       ",106,42,64,11,34,0.87,44
"
                                        2014-09-25","78
                                       ",99,56,91,19,45,1.07,37
"
                                        2014-09-26","98
                                       ",127,73,110,14,44,1.04,20
"
                                        2014-09-27","90
                                       ",112,66,93,12,34,1.06,17
"
                                        2014-09-28","80
                                       ",129,56,88,12,35,1.11,14
"
                                        2014-09-29","71
                                       ",135,46,86,14,41,1.15,42
"
                                        2014-09-30","57
                                       ",122,33,62,14,36,1.07,35
"
                                        2014-10-01","56
                                       ",70,37,60,11,35,1.02,27
"
                                        2014-10-02","53
                                       ",35,32,55,10,30,1.01,46
"
                                        2014-10-03","57
                                       ",47,32,62,13,36,1.00,37
"
                                        2014-10-04","42
                                       ",6,23,42,8,31,0.83,45
"
                                        2014-10-05","73
                                       ",114,50,87,14,38,1.08,48
"
                                        2014-10-06","81
                                       ",121,56,101,20,47,1.14,56
"
                                        2014-10-07","73
                                       ",47,51,91,20,44,1.00,63
"
                                        2014-10-08","80
                                       ",65,57,98,20,50,1.00,66
"
                                        2014-10-09","96
                                       ",109,70,118,26,52,1.07,60
"
                                        2014-10-10","93
                                       ",105,69,115,26,52,1.00,64
"
                                        2014-10-11","100
                                       ",131,73,122,23,54,1.05,76
"
                                        2014-10-12","60
                                       ",78,38,68,20,29,0.63,24
"
                                        2014-10-13","59
                                       ",78,41,57,18,27,0.66,13
"
                                        2014-10-14","101
                                       ",136,75,96,28,42,0.81,19
"
                                        2014-10-15","178
                                       ",183,134,172,31,46,1.07,5
"
                                        2014-10-16","105
                                       ",112,77,96,12,32,1.07,8
"
                                        2014-10-17","52
                                       ",12,36,44,12,31,1.08,8
"
                                        2014-10-18","80
                                       ",56,58,66,13,32,1.15,6
"
                                        2014-10-19","90
                                       ",111,66,77,14,37,1.19,10
"
                                        2014-10-20","133
                                       ",151,100,120,13,52,1.58,13
"
                                        2014-10-21","124
                                       ",164,94,138,14,50,1.44,31
"
                                        2014-10-22","86
                                       ",93,62,107,15,47,1.07,42
"
                                        2014-10-23","86
                                       ",71,63,98,16,42,0.99,26
"
                                        2014-10-24","138
                                       ",157,104,153,16,49,1.29,35
"
                                        2014-10-25","207
                                       ",178,157,208,23,61,1.31,31
"
                                        2014-10-26","191
                                       ",184,145,209,25,67,1.36,37
"
                                        2014-10-27","214
                                       ",189,166,241,26,64,1.48,17
"
                                        2014-10-28","83
                                       ",119,60,81,9,35,1.01,29
