date,AQI_index,AQI_rank,PM2.5,PM10,SO2,NO2,CO,O3
"
                                        2015-07-27","111
                                       ",344,77,99,2,32,0.91,118
"
                                        2015-07-28","76
                                       ",300,47,39,2,26,0.75,102
"
                                        2015-07-29","108
                                       ",350,80,86,2,33,0.89,115
"
                                        2015-07-30","68
                                       ",298,42,48,2,26,0.89,83
"
                                        2015-07-31","50
                                       ",192,24,31,2,24,0.64,93
"
                                        2015-08-01","88
                                       ",337,65,77,2,44,1.22,53
"
                                        2015-08-02","94
                                       ",343,69,57,2,26,1.14,82
"
                                        2015-08-03","91
                                       ",346,64,44,3,30,1.09,46
"
                                        2015-08-04","60
                                       ",252,17,45,3,30,0.51,96
"
                                        2015-08-05","98
                                       ",344,62,95,3,39,0.96,84
"
                                        2015-08-06","88
                                       ",346,53,77,2,28,0.76,106
"
                                        2015-08-07","132
                                       ",365,92,107,3,32,1.07,98
"
                                        2015-08-08","65
                                       ",270,36,51,2,31,0.68,93
"
                                        2015-08-09","98
                                       ",345,52,78,2,34,0.78,117
"
                                        2015-08-10","76
                                       ",330,40,67,2,37,0.70,100
"
                                        2015-08-11","140
                                       ",358,91,121,5,35,1.42,122
"
                                        2015-08-12","124
                                       ",346,76,120,4,32,1.03,148
"
                                        2015-08-13","170
                                       ",364,119,160,6,38,1.24,158
"
                                        2015-08-14","88
                                       ",285,58,88,3,31,0.80,92
"
                                        2015-08-15","57
                                       ",198,22,48,3,33,0.56,84
"
                                        2015-08-16","110
                                       ",323,33,83,5,38,0.70,147
"
                                        2015-08-17","131
                                       ",339,78,176,7,38,1.00,127
"
                                        2015-08-18","83
                                       ",264,50,87,2,32,0.77,106
"
                                        2015-08-19","75
                                       ",308,49,63,2,35,0.75,89
"
                                        2015-08-20","66
                                       ",296,33,51,2,24,0.61,100
"
                                        2015-08-21","55
                                       ",165,12,31,2,22,0.43,99
"
                                        2015-08-22","40
                                       ",49,14,31,3,20,0.58,71
"
                                        2015-08-23","44
                                       ",82,23,35,3,21,0.82,67
"
                                        2015-08-24","33
                                       ",33,12,24,2,19,0.46,62
"
                                        2015-08-25","33
                                       ",32,13,23,2,21,0.46,58
"
                                        2015-08-26","36
                                       ",35,10,21,2,21,0.44,64
"
                                        2015-08-27","32
                                       ",30,9,22,2,22,0.44,61
"
                                        2015-08-28","41
                                       ",79,15,31,2,23,0.47,72
"
                                        2015-08-29","70
                                       ",241,26,47,2,20,0.60,117
"
                                        2015-08-30","45
                                       ",101,26,35,2,23,0.94,68
"
                                        2015-08-31","39
                                       ",70,25,26,2,23,0.70,55
"
                                        2015-09-01","27
                                       ",30,9,13,2,17,0.50,45
"
                                        2015-09-02","26
                                       ",34,8,14,2,17,0.43,52
"
                                        2015-09-03","39
                                       ",99,13,25,2,18,0.48,70
"
                                        2015-09-04","84
                                       ",324,44,78,2,24,1.48,62
"
                                        2015-09-05","40
                                       ",104,16,11,2,20,0.66,74
"
                                        2015-09-06","36
                                       ",65,16,27,2,26,0.51,66
"
                                        2015-09-07","51
                                       ",154,23,41,2,35,0.65,68
"
                                        2015-09-08","78
                                       ",299,49,78,5,49,0.87,82
"
                                        2015-09-09","55
                                       ",187,35,52,2,40,0.73,51
"
                                        2015-09-10","18
                                       ",1,7,13,2,26,0.41,27
"
                                        2015-09-11","22
                                       ",10,7,11,2,23,0.38,42
"
                                        2015-09-12","28
                                       ",24,7,18,2,25,0.35,47
"
                                        2015-09-13","47
                                       ",98,17,47,2,41,0.54,54
"
                                        2015-09-14","90
                                       ",344,62,101,9,54,0.85,71
"
                                        2015-09-15","135
                                       ",363,102,126,13,56,1.14,97
"
                                        2015-09-16","164
                                       ",361,124,136,7,58,1.21,89
"
                                        2015-09-17","194
                                       ",363,146,163,8,61,1.27,91
"
                                        2015-09-18","109
                                       ",331,76,56,2,45,0.87,66
"
                                        2015-09-19","33
                                       ",48,15,32,2,47,0.48,22
"
                                        2015-09-20","113
                                       ",352,84,103,10,42,0.97,118
"
                                        2015-09-21","130
                                       ",348,98,130,15,63,1.20,81
"
                                        2015-09-22","178
                                       ",366,137,130,10,59,1.46,52
"
                                        2015-09-23","44
                                       ",109,29,37,2,41,0.69,51
"
                                        2015-09-24","133
                                       ",341,97,106,4,51,1.15,55
"
                                        2015-09-25","41
                                       ",101,19,25,2,35,0.54,41
"
                                        2015-09-26","56
                                       ",179,30,65,5,44,0.64,59
"
                                        2015-09-27","72
                                       ",254,46,79,3,54,0.75,58
"
                                        2015-09-28","64
                                       ",246,44,49,3,42,1.13,39
"
                                        2015-09-29","60
                                       ",232,43,31,2,42,1.11,11
"
                                        2015-09-30","41
                                       ",103,28,16,2,36,0.68,24
"
                                        2015-10-01","33
                                       ",27,13,22,2,23,0.34,43
"
                                        2015-10-02","58
                                       ",139,27,66,3,44,0.60,37
"
                                        2015-10-03","56
                                       ",128,25,65,3,45,0.64,44
"
                                        2015-10-04","136
                                       ",336,103,145,8,72,1.26,47
"
                                        2015-10-05","263
                                       ",361,212,217,8,75,1.69,83
"
                                        2015-10-06","335
                                       ",364,281,189,7,77,1.93,94
"
                                        2015-10-07","315
                                       ",364,265,96,7,74,1.81,64
"
                                        2015-10-08","31
                                       ",31,9,25,2,20,0.30,41
"
                                        2015-10-09","41
                                       ",77,14,38,2,27,0.35,37
"
                                        2015-10-10","23
                                       ",8,7,18,2,13,0.27,43
"
                                        2015-10-11","30
                                       ",29,9,23,2,18,0.31,58
"
                                        2015-10-12","36
                                       ",35,14,35,3,40,0.45,38
"
                                        2015-10-13","56
                                       ",84,30,65,5,61,0.71,37
"
                                        2015-10-14","124
                                       ",280,93,131,14,88,1.83,29
"
                                        2015-10-15","137
                                       ",291,103,128,8,85,1.43,56
"
                                        2015-10-16","237
                                       ",353,191,211,12,103,1.96,71
"
                                        2015-10-17","342
                                       ",366,291,179,13,114,2.46,49
"
                                        2015-10-18","79
                                       ",201,53,44,6,43,0.84,33
"
                                        2015-10-19","79
                                       ",171,51,96,6,56,0.81,23
"
                                        2015-10-20","103
                                       ",254,75,112,8,64,1.40,6
"
                                        2015-10-21","69
                                       ",132,49,36,2,39,0.95,13
"
                                        2015-10-22","43
                                       ",38,29,33,2,40,0.71,13
"
                                        2015-10-23","71
                                       ",131,51,64,2,51,0.86,14
"
                                        2015-10-24","77
                                       ",176,55,73,5,50,1.06,22
"
                                        2015-10-25","59
                                       ",141,35,66,7,59,0.92,9
"
                                        2015-10-26","61
                                       ",148,30,47,2,28,0.51,34
"
                                        2015-10-27","40
                                       ",61,13,41,2,32,0.44,32
"
                                        2015-10-28","19
                                       ",3,6,16,2,18,0.30,41
"
                                        2015-10-29","25
                                       ",4,6,21,2,16,0.30,48
"
                                        2015-10-30","41
                                       ",80,20,44,3,41,0.61,22
"
                                        2015-10-31","60
                                       ",221,38,64,4,54,0.81,20
"
                                        2015-11-01","92
                                       ",300,68,99,6,79,0.96,28
"
                                        2015-11-02","102
                                       ",257,75,115,7,79,1.42,18
"
                                        2015-11-03","184
                                       ",344,141,168,15,83,1.82,29
"
                                        2015-11-04","250
                                       ",366,199,221,14,101,1.95,13
"
                                        2015-11-05","153
                                       ",330,121,78,7,55,1.13,14
"
                                        2015-11-06","29
                                       ",32,20,1,2,27,0.57,29
"
                                        2015-11-07","28
                                       ",20,19,10,2,28,0.61,33
"
                                        2015-11-08","77
                                       ",236,56,47,3,43,0.92,21
"
                                        2015-11-09","160
                                       ",334,121,118,3,56,1.61,3
"
                                        2015-11-10","166
                                       ",340,125,79,3,54,1.56,3
"
                                        2015-11-11","131
                                       ",297,99,31,4,52,1.79,6
"
                                        2015-11-12","190
                                       ",336,147,97,5,58,2.43,2
"
                                        2015-11-13","256
                                       ",364,205,142,14,68,3.06,2
"
                                        2015-11-14","309
                                       ",364,258,172,16,79,3.56,5
"
                                        2015-11-15","241
                                       ",362,192,122,12,68,3.19,14
"
                                        2015-11-16","78
                                       ",250,57,43,8,50,1.46,8
"
                                        2015-11-17","88
                                       ",315,64,84,6,43,1.67,7
"
                                        2015-11-18","88
                                       ",327,64,83,8,47,1.20,3
"
                                        2015-11-19","100
                                       ",328,74,0,2,43,1.44,2
"
                                        2015-11-20","97
                                       ",307,72,0,9,44,2.49,2
"
                                        2015-11-21","59
                                       ",170,41,4,7,40,2.17,2
"
                                        2015-11-22","69
                                       ",298,49,2,6,37,1.02,19
"
                                        2015-11-23","43
                                       ",155,29,13,10,26,0.74,37
"
                                        2015-11-24","57
                                       ",270,41,30,8,45,0.99,23
"
                                        2015-11-25","72
                                       ",286,50,34,9,37,1.13,26
"
                                        2015-11-26","52
                                       ",163,33,43,10,34,0.80,38
"
                                        2015-11-27","232
                                       ",361,183,161,34,84,2.60,7
"
                                        2015-11-28","303
                                       ",361,252,237,41,99,3.76,7
"
                                        2015-11-29","291
                                       ",354,240,272,38,102,4.73,10
"
                                        2015-11-30","364
                                       ",358,339,337,23,121,5.71,7
"
                                        2015-12-01","478
                                       ",366,476,461,35,136,8.11,5
"
                                        2015-12-02","36
                                       ",24,18,16,3,17,0.50,43
"
                                        2015-12-03","25
                                       ",15,9,22,4,13,0.37,41
"
                                        2015-12-04","36
                                       ",59,21,34,9,33,0.72,31
"
                                        2015-12-05","72
                                       ",216,52,72,18,62,1.51,15
"
                                        2015-12-06","176
                                       ",340,135,159,30,90,2.74,6
"
                                        2015-12-07","233
                                       ",336,182,201,28,90,3.50,5
"
                                        2015-12-08","295
                                       ",350,244,240,20,92,4.28,4
"
                                        2015-12-09","297
                                       ",350,246,17,32,93,3.60,5
"
                                        2015-12-10","138
                                       ",278,109,1,15,51,1.95,27
"
                                        2015-12-11","57
                                       ",138,39,45,12,56,1.22,18
"
                                        2015-12-12","146
                                       ",299,113,142,21,81,2.47,7
"
                                        2015-12-13","203
                                       ",332,160,187,35,94,3.67,5
"
                                        2015-12-14","138
                                       ",260,109,36,11,58,2.04,32
"
                                        2015-12-15","26
                                       ",5,6,9,3,13,0.39,51
"
                                        2015-12-16","20
                                       ",3,6,11,3,15,0.42,37
"
                                        2015-12-17","66
                                       ",241,47,62,15,53,1.36,13
"
                                        2015-12-18","72
                                       ",183,48,72,15,54,1.42,22
"
                                        2015-12-19","162
                                       ",316,122,152,28,83,3.04,8
"
                                        2015-12-20","259
                                       ",338,208,220,24,102,3.61,7
"
                                        2015-12-21","280
                                       ",325,229,234,23,104,3.98,8
"
                                        2015-12-22","351
                                       ",347,308,304,29,104,5.41,7
"
                                        2015-12-23","303
                                       ",326,254,291,20,99,4.69,17
"
                                        2015-12-24","151
                                       ",274,117,138,17,71,2.24,22
"
                                        2015-12-25","468
                                       ",366,463,464,12,135,6.97,7
"
                                        2015-12-26","333
                                       ",365,290,389,8,105,5.28,6
"
                                        2015-12-27","65
                                       ",146,47,31,11,51,1.11,14
"
                                        2015-12-28","141
                                       ",293,107,119,21,75,2.27,7
"
                                        2015-12-29","310
                                       ",362,263,303,32,114,4.16,6
"
                                        2015-12-30","113
                                       ",174,88,87,11,54,1.64,32
"
                                        2015-12-31","86
                                       ",127,58,83,15,67,1.67,14
"
                                        2016-01-01","212
                                       ",337,167,185,32,102,3.37,7
"
                                        2016-01-02","303
                                       ",351,253,272,34,120,4.54,9
"
                                        2016-01-03","302
                                       ",326,256,299,19,86,3.78,11
"
                                        2016-01-04","62
                                       ",86,42,24,5,32,1.03,45
"
                                        2016-01-05","46
                                       ",67,29,40,9,33,0.80,33
"
                                        2016-01-06","45
                                       ",70,25,47,10,34,0.93,32
"
                                        2016-01-07","24
                                       ",2,11,20,6,25,0.52,42
"
                                        2016-01-08","46
                                       ",62,29,43,11,37,0.92,34
"
                                        2016-01-09","95
                                       ",183,69,91,21,69,1.77,12
"
                                        2016-01-10","73
                                       ",155,49,78,20,55,1.52,22
"
                                        2016-01-11","26
                                       ",20,10,22,5,22,0.54,50
"
                                        2016-01-12","29
                                       ",19,12,27,7,27,0.63,44
"
                                        2016-01-13","43
                                       ",46,23,43,12,44,0.90,33
"
                                        2016-01-14","89
                                       ",197,65,89,24,66,1.81,21
"
                                        2016-01-15","123
                                       ",248,93,119,32,80,2.48,12
"
                                        2016-01-16","166
                                       ",299,126,145,44,71,2.56,8
"
                                        2016-01-17","62
                                       ",136,41,42,9,29,0.89,47
"
                                        2016-01-18","42
                                       ",61,9,42,3,15,0.51,54
"
                                        2016-01-19","80
                                       ",168,56,82,20,58,1.55,18
"
                                        2016-01-20","149
                                       ",339,112,136,52,76,3.33,6
"
                                        2016-01-21","175
                                       ",347,132,148,28,68,2.78,6
"
                                        2016-01-22","45
                                       ",119,17,35,4,16,0.64,55
"
                                        2016-01-23","42
                                       ",85,8,41,3,11,0.57,56
"
                                        2016-01-24","52
                                       ",144,11,54,5,20,0.58,49
"
                                        2016-01-25","47
                                       ",50,26,46,15,39,0.79,36
"
                                        2016-01-26","56
                                       ",85,30,55,16,33,0.74,41
"
                                        2016-01-27","122
                                       ",295,91,100,35,73,2.03,13
"
                                        2016-01-28","157
                                       ",315,119,128,43,77,2.32,17
"
                                        2016-01-29","89
                                       ",229,65,84,35,55,1.83,16
"
                                        2016-01-30","67
                                       ",171,48,58,20,46,1.26,25
"
                                        2016-01-31","33
                                       ",29,16,27,8,26,0.58,50
"
                                        2016-02-01","27
                                       ",41,12,22,8,28,0.56,48
"
                                        2016-02-02","38
                                       ",40,26,31,14,43,0.85,39
"
                                        2016-02-03","50
                                       ",39,34,44,18,52,1.16,29
"
                                        2016-02-04","31
                                       ",3,12,23,7,21,0.47,61
"
                                        2016-02-05","38
                                       ",35,9,30,5,14,0.36,67
"
                                        2016-02-06","45
                                       ",44,27,38,11,30,0.71,51
"
                                        2016-02-07","66
                                       ",93,40,68,18,34,0.90,45
"
                                        2016-02-08","198
                                       ",277,190,250,53,35,1.01,44
"
                                        2016-02-09","56
                                       ",53,40,48,18,37,1.05,46
"
                                        2016-02-10","122
                                       ",291,92,94,45,61,2.40,26
"
                                        2016-02-11","206
                                       ",345,156,166,43,68,3.14,11
"
                                        2016-02-12","192
                                       ",330,147,99,18,54,2.20,24
"
                                        2016-02-13","29
                                       ",22,9,8,4,12,0.34,60
"
                                        2016-02-14","34
                                       ",77,6,14,3,10,0.35,66
"
                                        2016-02-15","44
                                       ",170,6,45,3,12,0.32,64
"
                                        2016-02-16","39
                                       ",59,7,37,4,15,0.31,63
"
                                        2016-02-17","59
                                       ",165,41,46,14,43,1.00,39
"
                                        2016-02-18","41
                                       ",16,14,31,5,21,0.42,66
"
                                        2016-02-19","38
                                       ",14,14,31,5,24,0.50,55
"
                                        2016-02-20","36
                                       ",14,14,21,5,18,0.42,61
"
                                        2016-02-21","101
                                       ",244,75,95,23,52,1.39,28
"
                                        2016-02-22","104
                                       ",265,71,90,16,41,1.15,43
"
                                        2016-02-23","36
                                       ",42,10,19,4,14,0.35,68
"
                                        2016-02-24","49
                                       ",95,25,44,8,32,0.74,44
"
                                        2016-02-25","43
                                       ",45,24,43,9,33,0.72,44
"
                                        2016-02-26","54
                                       ",107,34,55,12,36,0.74,49
"
                                        2016-02-27","33
                                       ",16,20,30,8,33,0.58,51
"
                                        2016-02-28","56
                                       ",90,29,48,7,31,0.74,49
"
                                        2016-02-29","50
                                       ",81,32,42,10,38,0.68,47
"
                                        2016-03-01","150
                                       ",357,114,126,28,79,1.87,23
"
                                        2016-03-02","206
                                       ",353,159,175,30,103,2.46,27
"
                                        2016-03-03","321
                                       ",366,271,281,44,114,3.38,23
"
                                        2016-03-04","376
                                       ",364,326,277,46,113,4.38,11
"
                                        2016-03-05","207
                                       ",314,59,306,2,19,0.38,66
"
                                        2016-03-06","114
                                       ",187,69,177,24,64,1.45,19
"
                                        2016-03-07","67
                                       ",112,32,84,9,28,0.82,55
"
                                        2016-03-08","35
                                       ",13,9,25,2,13,0.35,67
"
                                        2016-03-09","33
                                       ",55,9,22,3,14,0.35,62
"
                                        2016-03-10","46
                                       ",156,10,47,3,15,0.35,64
"
                                        2016-03-11","47
                                       ",81,21,49,6,31,0.56,52
"
                                        2016-03-12","140
                                       ",346,106,134,37,78,1.74,20
"
                                        2016-03-13","54
                                       ",102,29,46,8,31,0.64,64
"
                                        2016-03-14","99
                                       ",255,73,111,19,61,1.23,36
"
                                        2016-03-15","176
                                       ",354,135,189,44,76,1.54,25
"
                                        2016-03-16","295
                                       ",361,244,274,37,88,2.19,51
"
                                        2016-03-17","338
                                       ",362,287,291,30,99,2.25,49
"
                                        2016-03-18","220
                                       ",342,181,132,12,64,1.51,60
"
                                        2016-03-19","91
                                       ",181,61,111,15,41,1.01,55
"
                                        2016-03-20","86
                                       ",188,62,103,9,58,0.98,42
"
                                        2016-03-21","157
                                       ",351,119,174,18,76,1.22,56
"
                                        2016-03-22","155
                                       ",353,107,202,24,73,1.39,34
"
                                        2016-03-23","44
                                       ",95,16,39,3,24,0.49,64
"
                                        2016-03-24","34
                                       ",35,11,23,2,27,0.41,60
"
                                        2016-03-25","38
                                       ",19,15,31,3,32,0.44,59
"
                                        2016-03-26","36
                                       ",8,11,29,3,25,0.39,64
"
                                        2016-03-27","41
                                       ",15,14,40,4,32,0.38,57
"
                                        2016-03-28","139
                                       ",356,69,188,15,65,0.80,38
"
                                        2016-03-29","61
                                       ",63,17,69,4,28,0.39,68
"
                                        2016-03-30","55
                                       ",50,26,68,7,37,0.54,61
"
                                        2016-03-31","199
                                       ",358,150,240,33,72,1.45,62
"
                                        2016-04-01","106
                                       ",265,39,142,5,25,0.46,65
"
                                        2016-04-02","37
                                       ",23,7,27,2,15,0.27,72
"
                                        2016-04-03","47
                                       ",78,17,50,2,23,0.31,69
"
                                        2016-04-04","96
                                       ",340,70,109,10,46,0.58,68
"
                                        2016-04-05","149
                                       ",359,112,152,17,49,0.97,80
"
                                        2016-04-06","175
                                       ",355,136,171,30,67,1.97,53
"
                                        2016-04-07","133
                                       ",339,86,139,4,43,1.07,55
"
                                        2016-04-08","67
                                       ",202,21,83,4,28,0.34,72
"
                                        2016-04-09","167
                                       ",335,72,244,10,53,0.70,48
"
                                        2016-04-10","123
                                       ",327,52,193,12,40,0.78,58
"
                                        2016-04-11","76
                                       ",221,39,100,8,39,0.58,60
"
                                        2016-04-12","102
                                       ",302,76,76,5,56,0.76,36
"
                                        2016-04-13","161
                                       ",344,118,148,6,62,0.94,51
"
                                        2016-04-14","74
                                       ",168,30,96,2,24,0.33,81
"
                                        2016-04-15","81
                                       ",233,55,97,15,57,1.00,47
"
                                        2016-04-16","64
                                       ",239,32,78,2,19,0.34,60
"
                                        2016-04-17","43
                                       ",63,14,33,2,14,0.28,81
"
                                        2016-04-18","43
                                       ",63,17,32,2,20,0.30,76
"
                                        2016-04-19","97
                                       ",343,70,99,18,63,1.29,30
"
                                        2016-04-20","91
                                       ",309,66,85,7,40,0.85,73
"
                                        2016-04-21","142
                                       ",333,96,159,6,57,0.93,67
"
                                        2016-04-22","80
                                       ",225,33,108,2,19,0.24,87
"
                                        2016-04-23","50
                                       ",121,21,54,2,27,0.31,68
"
                                        2016-04-24","117
                                       ",322,84,146,20,52,0.88,70
"
                                        2016-04-25","121
                                       ",348,90,143,13,33,0.73,107
"
                                        2016-04-26","103
                                       ",338,76,127,24,42,1.36,96
"
                                        2016-04-27","118
                                       ",350,88,107,9,59,1.07,63
"
                                        2016-04-28","121
                                       ",351,83,89,6,48,0.97,92
"
                                        2016-04-29","157
                                       ",357,119,149,15,59,1.29,94
"
                                        2016-04-30","209
                                       ",365,159,181,9,60,1.42,129
"
                                        2016-05-01","242
                                       ",363,192,179,23,42,2.25,147
"
                                        2016-05-02","80
                                       ",271,50,99,2,18,0.49,69
"
                                        2016-05-03","56
                                       ",129,24,64,2,25,0.41,60
"
                                        2016-05-04","53
                                       ",73,28,57,3,46,0.52,61
"
                                        2016-05-05","95
                                       ",295,54,117,13,44,0.94,79
"
                                        2016-05-06","130
                                       ",299,64,197,2,11,0.22,83
"
                                        2016-05-07","49
                                       ",113,20,43,2,24,0.27,83
"
                                        2016-05-08","90
                                       ",341,59,107,14,44,0.73,82
"
                                        2016-05-09","58
                                       ",169,34,62,4,35,0.51,55
"
                                        2016-05-10","62
                                       ",183,39,64,3,34,0.53,88
"
                                        2016-05-11","191
                                       ",357,145,171,11,34,1.08,124
"
                                        2016-05-12","67
                                       ",115,37,37,3,25,0.50,66
"
                                        2016-05-13","58
                                       ",126,31,59,5,40,0.58,63
"
                                        2016-05-14","58
                                       ",165,37,32,2,34,0.53,62
"
                                        2016-05-15","56
                                       ",227,33,22,2,33,0.50,41
"
                                        2016-05-16","55
                                       ",106,22,53,2,41,0.47,60
"
                                        2016-05-17","103
                                       ",356,54,101,9,48,0.59,117
"
                                        2016-05-18","103
                                       ",318,58,98,7,33,0.52,131
"
                                        2016-05-19","139
                                       ",354,83,109,13,36,0.74,164
"
                                        2016-05-20","142
                                       ",349,87,111,18,45,1.05,149
"
                                        2016-05-21","122
                                       ",347,67,86,16,42,0.83,130
"
                                        2016-05-22","100
                                       ",341,45,82,6,40,0.62,139
"
                                        2016-05-23","107
                                       ",351,78,116,18,51,1.09,107
"
                                        2016-05-24","54
                                       ",114,19,41,2,21,0.34,99
"
                                        2016-05-25","58
                                       ",159,13,35,4,24,0.32,96
"
                                        2016-05-26","59
                                       ",182,21,57,2,28,0.32,82
"
                                        2016-05-27","84
                                       ",306,46,104,11,47,0.62,99
"
                                        2016-05-28","96
                                       ",337,47,86,9,36,0.66,121
"
                                        2016-05-29","66
                                       ",227,31,66,4,27,0.44,103
"
                                        2016-05-30","127
                                       ",357,79,145,14,48,1.06,148
"
                                        2016-05-31","95
                                       ",301,49,115,10,34,0.87,83
"
                                        2016-06-01","71
                                       ",283,34,70,4,38,0.64,92
"
                                        2016-06-02","106
                                       ",354,51,85,7,48,0.73,124
"
                                        2016-06-03","114
                                       ",355,79,121,19,59,1.17,128
"
                                        2016-06-04","138
                                       ",363,87,122,15,36,0.87,155
"
                                        2016-06-05","120
                                       ",361,73,105,12,37,0.85,134
"
                                        2016-06-06","127
                                       ",361,84,104,6,32,0.87,140
"
                                        2016-06-07","87
                                       ",302,57,69,2,25,0.82,106
"
                                        2016-06-08","160
                                       ",364,122,97,2,34,1.18,125
"
                                        2016-06-09","163
                                       ",366,100,84,5,31,0.99,143
"
                                        2016-06-10","94
                                       ",337,51,39,2,18,0.65,120
"
                                        2016-06-11","42
                                       ",114,9,22,2,19,0.34,78
"
                                        2016-06-12","116
                                       ",362,67,75,6,33,0.99,120
"
                                        2016-06-13","66
                                       ",238,44,32,2,27,0.60,86
"
                                        2016-06-14","54
                                       ",158,34,17,2,23,0.59,73
"
                                        2016-06-15","49
                                       ",146,17,31,2,27,0.49,92
"
                                        2016-06-16","61
                                       ",187,24,51,2,43,0.53,73
"
                                        2016-06-17","52
                                       ",118,22,54,2,41,0.51,56
"
                                        2016-06-18","87
                                       ",292,38,69,3,43,0.66,104
"
                                        2016-06-19","112
                                       ",347,57,86,3,37,0.72,134
"
                                        2016-06-20","145
                                       ",365,88,107,4,27,0.99,157
"
                                        2016-06-21","135
                                       ",363,84,96,2,29,0.86,139
"
                                        2016-06-22","94
                                       ",338,54,72,2,30,0.71,133
"
                                        2016-06-23","108
                                       ",364,76,103,5,34,1.05,106
"
                                        2016-06-24","38
                                       ",118,13,29,2,28,0.58,61
"
                                        2016-06-25","41
                                       ",132,16,32,2,26,0.35,78
"
                                        2016-06-26","88
                                       ",307,39,74,4,39,0.50,113
"
                                        2016-06-27","83
                                       ",299,58,88,6,38,0.68,111
"
                                        2016-06-28","94
                                       ",334,69,30,2,31,0.68,68
"
                                        2016-06-29","145
                                       ",362,110,24,2,32,0.87,87
"
                                        2016-06-30","100
                                       ",340,60,40,2,31,0.70,104
"
                                        2016-07-01","48
                                       ",218,12,26,2,21,0.38,87
"
                                        2016-07-02","90
                                       ",341,43,59,2,35,0.64,102
"
                                        2016-07-03","108
                                       ",353,77,103,7,42,0.93,114
"
                                        2016-07-04","178
                                       ",363,130,123,4,31,1.23,124
"
                                        2016-07-05","134
                                       ",359,92,90,4,27,0.98,132
"
                                        2016-07-06","124
                                       ",357,74,96,4,33,0.91,142
"
                                        2016-07-07","151
                                       ",364,109,124,7,31,1.23,152
"
                                        2016-07-08","126
                                       ",359,91,105,5,32,1.19,111
"
                                        2016-07-09","114
                                       ",356,80,85,3,31,0.79,112
"
                                        2016-07-10","139
                                       ",363,92,95,3,27,0.81,121
"
                                        2016-07-11","119
                                       ",356,87,100,6,27,0.71,118
"
                                        2016-07-12","56
                                       ",229,31,43,3,27,0.58,67
"
                                        2016-07-13","56
                                       ",240,18,35,2,29,0.51,92
"
                                        2016-07-14","62
                                       ",269,34,61,3,40,0.81,89
"
                                        2016-07-15","50
                                       ",228,34,28,2,27,0.68,66
"
                                        2016-07-16","51
                                       ",189,35,41,2,35,0.73,52
"
                                        2016-07-17","107
                                       ",342,75,85,2,40,1.10,111
"
                                        2016-07-18","141
                                       ",358,106,120,3,49,1.25,85
